step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,prob_action_0,prob_action_1,prob_action_2,prob_action_3,prob_action_4,prob_action_5,prob_action_6,prob_action_7,prob_action_8,prob_action_9,prob_action_10,prob_action_11,max_prob,max_prob_action,policy_entropy,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
3912,A2C,A2C_Q,SingleObjective_PolicyBased,10,2,2,0,"Action 10 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 10 vs highest-logit action (action 2): -27.6089. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04156818,-40.25457277,-450.4192505,-422.8103027,-27.60894775,0.037025,0.031208,0.294962,0.070257,0.038584,0.186732,0.044711,0.04167,0.114533,0.0244,0.027905,0.088013,0.294962,2,2.13979,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8932037353515625,4.5859375,11033.63672,0.012655258178710938,0.053405762,0.081978932,0,63.42856979370117,0,886.8571166992188,12,7
3913,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +6.2185. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.038956364,-18.75491608,-419.8182068,-426.0366821,6.218475341796875,0.037025,0.031208,0.294962,0.070257,0.038584,0.186732,0.044711,0.04167,0.114533,0.0244,0.027905,0.088013,0.294962,2,2.13979,20,186.5,22,106.875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8937618732452393,4.5859375,11036.53125,0.005512238,0.018554688,0.081978932,0,63.42856979370117,0,886.8571166992188,13,7
3914,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +16.4077. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.03878684,-40.25592776,-423.3973389,-439.8050232,16.407684326171875,0.037025,0.031208,0.294962,0.070257,0.038584,0.186732,0.044711,0.04167,0.114533,0.0244,0.027905,0.088013,0.294962,2,2.13979,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8937618732452393,4.5859375,11039.42578,0.005159106,0.01651001,0.081978932,0,63.42856979370117,0,886.7142944335938,12,7
3915,A2C,A2C_Q,SingleObjective_PolicyBased,3,2,2,0,"Action 3 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 3 vs highest-logit action (action 2): +19.8857. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.040313503,-18.75693949,-416.0308838,-435.9165344,19.885650634765625,0.037025,0.031208,0.294962,0.070257,0.038584,0.186732,0.044711,0.04167,0.114533,0.0244,0.027905,0.088013,0.294962,2,2.13979,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894040822982788,4.5859375,11042.32031,0.005136217,0.015449524,0.081978932,0,63.42856979370117,0,886.7142944335938,12,7
3916,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: -13.2784. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.24576388,-40.25795126,-429.93927,-416.6609192,-13.27835083,0.037287,0.031515,0.301356,0.071121,0.038981,0.173495,0.045362,0.041958,0.119046,0.024501,0.025656,0.089722,0.301356,2,2.139335,20,186.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894040822982788,4.5859375,11045.21484,0.005342484,0.01701355,0.081978932,0,63.28571319580078,0,886.7142944335938,12,7
3917,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +2.0198. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.039982959,-18.75829472,-412.8572998,-414.8770752,2.019775391,0.037287,0.031515,0.301356,0.071121,0.038981,0.173495,0.045362,0.041958,0.119046,0.024501,0.025656,0.089722,0.301356,2,2.139335,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11048.10938,0.039357323199510574,0.19128418,0.081978932,0,63.28571319580078,0,886.7142944335938,12,7
3918,A2C,A2C_Q,SingleObjective_PolicyBased,4,2,2,0,"Action 4 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 4 vs highest-logit action (action 2): +22.0013. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.119734256,-0.03809232,-18.75930656,-410.690094,-432.6914063,22.001312255859375,0.037287,0.031515,0.301356,0.071121,0.038981,0.173495,0.045362,0.041958,0.119046,0.024501,0.025656,0.089722,0.301356,2,2.139335,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11051.00391,0.005297797,0.018280029,0.081978932,0,63.28571319580078,0,886.5714111328125,13,7
3919,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +17.6907. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.11973426,-20.04231459,-40.26031844,-408.4640808,-426.1548157,17.69073486328125,0.037287,0.031515,0.301356,0.071121,0.038981,0.173495,0.045362,0.041958,0.119046,0.024501,0.025656,0.089722,0.301356,2,2.139335,22,188.5,16,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11053.89844,0.005042485,0.017120361,0.081978932,0,63.28571319580078,0,886.4285888671875,13,7
3920,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): +5.8068. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.0874289,-40.26133037,-411.321991,-417.1288147,5.80682373,0.037287,0.031515,0.301356,0.071121,0.038981,0.173495,0.045362,0.041958,0.119046,0.024501,0.025656,0.089722,0.301356,2,2.139335,22,188.5,16,100.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11056.79297,0.005613327,0.018890381,0.081978932,0,63.28571319580078,0,886.4285888671875,13,7
3921,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): -8.3495. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08993054,-40.26234235,-412.4562073,-404.1066895,-8.349517822,0.03868,0.032662,0.283514,0.073948,0.037597,0.168752,0.04919,0.04265,0.12616,0.025736,0.027074,0.094039,0.283514,2,2.169233,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11059.6875,0.012560708448290825,0.053527832,0.081978932,0,63.28571319580078,0,886.4285888671875,14,7
3922,A2C,A2C_Q,SingleObjective_PolicyBased,2,2,5,1,"Action 2 was executed and matches the highest-logit action (action 2). TD-trained Q-value vs next-best action 5: +6.5801. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.041338707,-18.76251891,-405.0208435,-411.6009216,6.580078125,0.03868,0.032662,0.283514,0.073948,0.037597,0.168752,0.04919,0.04265,0.12616,0.025736,0.027074,0.094039,0.283514,2,2.169233,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11062.58203,0.012906210497021675,0.05279541,0.081978932,0,63.28571319580078,0,886.4285888671875,14,7
3923,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): +21.7035. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.0435306,-40.26353094,-407.7815247,-429.4849854,21.703460693359375,0.03868,0.032662,0.283514,0.073948,0.037597,0.168752,0.04919,0.04265,0.12616,0.025736,0.027074,0.094039,0.283514,2,2.169233,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11065.47656,0.005481175,0.0184021,0.081978932,0,63.28571319580078,0,886.2857055664062,14,7
3924,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): +19.0250. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20.06165809,-20.04061171,-40.26454302,-409.1343079,-428.1592712,19.02496337890625,0.03868,0.032662,0.283514,0.073948,0.037597,0.168752,0.04919,0.04265,0.12616,0.025736,0.027074,0.094039,0.283514,2,2.169233,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11068.37109,0.005778176,0.020935059,0.081978932,0,63.28571319580078,0,886.2857055664062,14,7
3925,A2C,A2C_Q,SingleObjective_PolicyBased,0,2,2,0,"Action 0 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 0 vs highest-logit action (action 2): +7.5233. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-10,-10.08798957,-30.26555515,-418.8749084,-426.3981628,7.523254395,0.03868,0.032662,0.283514,0.073948,0.037597,0.168752,0.04919,0.04265,0.12616,0.025736,0.027074,0.094039,0.283514,2,2.169233,22,188.5,18,102.75,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8945987224578857,4.58984375,11071.26563,0.00538281,0.019439697,0.081978932,0,63.28571319580078,0,886.2857055664062,14,7
3926,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): +1.1854. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-0.042187883,-18.75922158,-409.5472107,-410.7325745,1.18536377,0.038708,0.033287,0.28381,0.075871,0.038045,0.162705,0.050708,0.043173,0.131829,0.0262,0.027529,0.088134,0.28381,2,2.17441,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8948779106140137,4.58984375,11074.16016,0.012637819163501263,0.053344727,0.081978932,0,63.28571319580078,0,886.2857055664062,14,7
3927,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): -12.7716. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08446255,-40.26023346,-424.0788574,-411.3072815,-12.77157593,0.038708,0.033287,0.28381,0.075871,0.038045,0.162705,0.050708,0.043173,0.131829,0.0262,0.027529,0.088134,0.28381,2,2.17441,18,180.375,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894319772720337,4.58984375,11077.05469,0.005596161,0.01965332,0.081978932,0,63.28571319580078,0,886.1428833007812,13,7
3928,A2C,A2C_Q,SingleObjective_PolicyBased,6,2,2,0,"Action 6 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 6 vs highest-logit action (action 2): -1.5169. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.061658095,-0.03954744,-18.76124538,-413.1266479,-411.6097412,-1.516906738,0.038708,0.033287,0.28381,0.075871,0.038045,0.162705,0.050708,0.043173,0.131829,0.0262,0.027529,0.088134,0.28381,2,2.17441,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894319772720337,4.58984375,11079.94922,0.012317657470703125,0.067138672,0.081978932,0,63.28571319580078,0,886.1428833007812,13,7
3929,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): -0.9704. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08589869,-40.26225735,-412.7025452,-411.7321472,-0.970397949,0.038708,0.033287,0.28381,0.075871,0.038045,0.162705,0.050708,0.043173,0.131829,0.0262,0.027529,0.088134,0.28381,2,2.17441,20,186.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894319772720337,4.58984375,11082.84375,0.005238942,0.017944336,0.081978932,0,63.28571319580078,0,886,13,7
3930,A2C,A2C_Q,SingleObjective_PolicyBased,11,2,2,0,"Action 11 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 11 vs highest-logit action (action 2): -1.7278. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04090781,-40.26326936,-414.6217346,-412.8939209,-1.727813721,0.038708,0.033287,0.28381,0.075871,0.038045,0.162705,0.050708,0.043173,0.131829,0.0262,0.027529,0.088134,0.28381,2,2.17441,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894319772720337,4.58984375,11085.73828,0.012345178052783012,0.053619385,0.081978932,0,63.28571319580078,0,886,13,7
3931,A2C,A2C_Q,SingleObjective_PolicyBased,5,2,2,0,"Action 5 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 5 vs highest-logit action (action 2): -2.6887. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.04011196,-40.26428143,-416.2478027,-413.5591431,-2.688659668,0.03831,0.033151,0.305653,0.076468,0.03868,0.170011,0.044977,0.043601,0.114188,0.025564,0.026642,0.082756,0.305653,2,2.144228,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894319772720337,4.58984375,11088.63281,0.005422865,0.017532349,0.081978932,0,63.28571319580078,0,886,13,7
3932,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): +4.4085. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-0.120383817,-0.040307458,-18.76391705,-408.475708,-412.8842468,4.408538818359375,0.03831,0.033151,0.305653,0.076468,0.03868,0.170011,0.044977,0.043601,0.114188,0.025564,0.026642,0.082756,0.305653,2,2.144228,22,188.5,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.894319772720337,4.58984375,11091.52734,0.005315236,0.017822266,0.081978932,0,63.28571319580078,0,886,13,7
3933,A2C,A2C_Q,SingleObjective_PolicyBased,8,2,2,0,"Action 8 was executed via stochastic sampling; the highest-logit action (action 2) was not chosen. TD-trained Q-value of action 8 vs highest-logit action (action 2): -10.3154. [A2C: Q(s,a) trained via TD on A2C's own transitions. reference_action = argmax(logits). prob_action_i columns contain softmax(logits) for SHAP analysis. Reward decomposition not applicable.]",-20,-20.08556292,-40.26492915,-419.7980652,-409.482666,-10.31539917,0.03831,0.033151,0.305653,0.076468,0.03868,0.170011,0.044977,0.043601,0.114188,0.025564,0.026642,0.082756,0.305653,2,2.144228,18,180.375,20,104.8125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8951568603515625,4.58984375,11094.42383,0.005341666,0.017425537,0.081978932,0,63.28571319580078,0,885.8571166992188,12,7
